NACA0012
1.00000000	0.00126000
0.99845867	0.00147606
0.99384417	0.00212045
0.98618496	0.00318197
0.97552826	0.00464248
0.96193977	0.00647764
0.94550326	0.00865781
0.92632008	0.01114908
0.90450850	0.01391432
0.88020298	0.01691406
0.85355339	0.02010727
0.82472402	0.02345191
0.79389263	0.02690517
0.76124928	0.03042349
0.72699525	0.03396239
0.69134172	0.03747616
0.65450850	0.04091741
0.61672268	0.04423683
0.57821723	0.04738299
0.53922955	0.05030247
0.50000000	0.05294025
0.46077045	0.05524058
0.42178277	0.05714811
0.38327732	0.05860940
0.34549150	0.05957472
0.30865828	0.05999987
0.27300475	0.05984813
0.23875072	0.05909190
0.20610737	0.05771413
0.17527598	0.05570919
0.14644661	0.05308323
0.11979702	0.04985381
0.09549150	0.04604893
0.07367992	0.04170539
0.05449674	0.03686655
0.03806023	0.03157972
0.02447174	0.02589331
0.01381504	0.01985388
0.00615583	0.01350337
0.00154133	0.00687672
0.00000000	0.00000000
0.00154133	-0.00687672
0.00615583	-0.01350337
0.01381504	-0.01985388
0.02447174	-0.02589331
0.03806023	-0.03157972
0.05449674	-0.03686655
0.07367992	-0.04170539
0.09549150	-0.04604893
0.11979702	-0.04985381
0.14644661	-0.05308323
0.17527598	-0.05570919
0.20610737	-0.05771413
0.23875072	-0.05909190
0.27300475	-0.05984813
0.30865828	-0.05999987
0.34549150	-0.05957472
0.38327732	-0.05860940
0.42178277	-0.05714811
0.46077045	-0.05524058
0.50000000	-0.05294025
0.53922955	-0.05030247
0.57821723	-0.04738299
0.61672268	-0.04423683
0.65450850	-0.04091741
0.69134172	-0.03747616
0.72699525	-0.03396239
0.76124928	-0.03042348
0.79389263	-0.02690517
0.82472402	-0.02345191
0.85355339	-0.02010727
0.88020298	-0.01691406
0.90450850	-0.01391432
0.92632008	-0.01114908
0.94550326	-0.00865781
0.96193977	-0.00647764
0.97552826	-0.00464248
0.98618496	-0.00318197
0.99384417	-0.00212045
0.99845867	-0.00147606
1.00000000	-0.00126000
