NACA 0014
1.00000000	0.00000000
0.99845867	0.00025433
0.99384417	0.00101290
0.98618496	0.00226260
0.97552826	0.00398220
0.96193977	0.00614319
0.94550326	0.00871088
0.92632008	0.01164557
0.90450850	0.01490375
0.88020298	0.01843917
0.85355339	0.02220376
0.82472402	0.02614822
0.79389263	0.03022234
0.76124928	0.03437503
0.72699525	0.03855411
0.69134172	0.04270591
0.65450850	0.04677485
0.61672268	0.05070305
0.57821723	0.05443018
0.53922955	0.05789354
0.50000000	0.06102863
0.46077045	0.06377001
0.42178277	0.06605277
0.38327732	0.06781422
0.34549150	0.06899596
0.30865828	0.06954612
0.27300475	0.06942150
0.23875072	0.06858959
0.20610737	0.06703017
0.17527598	0.06473640
0.14644661	0.06171516
0.11979702	0.05798667
0.09549150	0.05358338
0.07367992	0.04854798
0.05449674	0.04293086
0.03806023	0.03678706
0.02447174	0.03017289
0.01381504	0.02314255
0.00615583	0.01574488
0.00154133	0.00802057
0.00000000	0.00000000
0.00154133	-0.00802057
0.00615583	-0.01574488
0.01381504	-0.02314255
0.02447174	-0.03017289
0.03806023	-0.03678706
0.05449674	-0.04293086
0.07367992	-0.04854798
0.09549150	-0.05358338
0.11979702	-0.05798667
0.14644661	-0.06171516
0.17527598	-0.06473640
0.20610737	-0.06703017
0.23875072	-0.06858959
0.27300475	-0.06942150
0.30865828	-0.06954612
0.34549150	-0.06899596
0.38327732	-0.06781422
0.42178277	-0.06605277
0.46077045	-0.06377001
0.50000000	-0.06102863
0.53922955	-0.05789354
0.57821723	-0.05443018
0.61672268	-0.05070305
0.65450850	-0.04677485
0.69134172	-0.04270591
0.72699525	-0.03855411
0.76124928	-0.03437503
0.79389263	-0.03022234
0.82472402	-0.02614822
0.85355339	-0.02220376
0.88020298	-0.01843917
0.90450850	-0.01490375
0.92632008	-0.01164557
0.94550326	-0.00871088
0.96193977	-0.00614319
0.97552826	-0.00398220
0.98618496	-0.00226260
0.99384417	-0.00101290
0.99845867	-0.00025433
1.00000000	0.00000000

